% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.7	2	5	71	1	3	28	373	0
0.7	3	3	71	1	1	28	373	0
0.7	3	6	71	1	3	28	373	0
0.701	1	1	71	2	1	28	373	0
0.701	1	4	71	2	3	28	373	0
0.701	2	2	71	2	1	28	373	0
0.701	2	5	71	2	3	28	373	0
0.701	3	3	71	2	1	28	373	0
0.701	3	6	71	2	3	28	373	0
0.702	1	1	71	3	1	28	373	0
0.702	1	4	71	3	3	28	373	0
0.702	2	2	71	3	1	28	373	0
0.702	2	5	71	3	3	28	373	0
0.702	3	3	71	3	1	28	373	0
0.702	3	6	71	3	3	28	373	0
0.703	1	1	71	4	1	28	373	0
0.703	1	4	71	4	3	28	373	0
0.703	2	2	71	4	1	28	373	0
0.703	2	5	71	4	3	28	373	0
0.703	3	3	71	4	1	28	373	0
0.703	3	6	71	4	3	28	373	0
0.704	1	1	71	5	1	28	373	0
0.704	1	4	71	5	3	28	373	0
0.704	2	2	71	5	1	28	373	0
0.704	2	5	71	5	3	28	373	0
0.704	3	3	71	5	1	28	373	0
0.704	3	6	71	5	3	28	373	0
0.705	1	1	71	6	1	28	373	0
0.705	1	4	71	6	3	28	373	0
0.705	2	2	71	6	1	28	373	0
0.705	2	5	71	6	3	28	373	0
0.705	3	3	71	6	1	28	373	0
0.705	3	6	71	6	3	28	373	0
0.706	1	1	71	7	1	28	373	0
0.706	1	4	71	7	3	28	373	0
0.706	2	2	71	7	1	28	373	0
0.706	2	5	71	7	3	28	373	0
0.706	3	3	71	7	1	28	373	0
0.706	3	6	71	7	3	28	373	0
0.707	1	1	71	8	1	28	373	0
0.707	1	4	71	8	3	28	373	0
0.707	2	2	71	8	1	28	373	0
0.707	2	5	71	8	3	28	373	0
0.707	3	3	71	8	1	28	373	0
0.707	3	6	71	8	3	28	373	0
0.708	1	1	71	9	1	28	373	0
0.708	1	4	71	9	3	28	373	0
0.708	2	2	71	9	1	28	373	0
0.708	2	5	71	9	3	28	373	0
0.708	3	3	71	9	1	28	373	0
0.708	3	6	71	9	3	28	373	0
0.709	1	1	71	10	1	28	373	0
0.709	1	4	71	10	3	28	373	0
0.709	2	2	71	10	1	28	373	0
0.709	2	5	71	10	3	28	373	0
0.709	3	3	71	10	1	28	373	0
0.709	3	6	71	10	3	28	373	0
0.71	1	1	72	1	1	28	373	0
0.71	1	4	72	1	3	28	373	0
0.71	2	2	72	1	1	28	373	0
0.71	2	5	72	1	3	28	373	0
0.71	3	3	72	1	1	28	373	0
0.71	3	6	72	1	3	28	373	0
0.711	1	1	72	2	1	28	373	0
0.711	1	4	72	2	3	28	373	0
0.711	2	2	72	2	1	28	373	0
0.711	2	5	72	2	3	28	373	0
0.711	3	3	72	2	1	28	373	0
0.711	3	6	72	2	3	28	373	0
0.712	1	1	72	3	1	28	373	0
0.712	1	4	72	3	3	28	373	0
0.712	2	2	72	3	1	28	373	0
0.712	2	5	72	3	3	28	373	0
0.712	3	3	72	3	1	28	373	0
0.712	3	6	72	3	3	28	373	0
0.713	1	1	72	4	1	28	373	0
0.713	1	4	72	4	3	28	373	0
0.713	2	2	72	4	1	28	373	0
0.713	2	5	72	4	3	28	373	0
0.713	3	3	72	4	1	28	373	0
0.713	3	6	72	4	3	28	373	0
0.714	1	1	72	5	1	28	373	0
0.714	1	4	72	5	3	28	373	0
0.714	2	2	72	5	1	28	373	0
0.714	2	5	72	5	3	28	373	0
0.714	3	3	72	5	1	28	373	0
0.714	3	6	72	5	3	28	373	0
0.715	1	1	72	6	1	28	373	0
0.715	1	4	72	6	3	28	373	0
0.715	2	2	72	6	1	28	373	0
0.715	2	5	72	6	3	28	373	0
0.715	3	3	72	6	1	28	373	0
0.715	3	6	72	6	3	28	373	0
0.716	1	1	72	7	1	28	373	0
0.716	1	4	72	7	3	28	373	0
0.716	2	2	72	7	1	28	373	0
0.716	2	5	72	7	3	28	373	0
0.716	3	3	72	7	1	28	373	0
0.716	3	6	72	7	3	28	373	0
0.717	1	1	72	8	1	28	373	0
0.717	1	4	72	8	3	28	373	0
0.717	2	2	72	8	1	28	373	0
0.717	2	5	72	8	3	28	373	0
0.717	3	3	72	8	1	28	373	0
0.717	3	6	72	8	3	28	373	0
0.718	1	1	72	9	1	28	373	0
0.718	1	4	72	9	3	28	373	0
0.718	2	2	72	9	1	28	373	0
0.718	2	5	72	9	3	28	373	0
0.718	3	3	72	9	1	28	373	0
0.718	3	6	72	9	3	28	373	0
0.719	1	1	72	10	1	28	373	0
0.719	1	4	72	10	3	28	373	0
0.719	2	2	72	10	1	28	373	0
0.719	2	5	72	10	3	28	373	0
0.719	3	3	72	10	1	28	373	0
0.719	3	6	72	10	3	28	373	0
0.72	1	1	73	1	1	28	373	0
0.72	1	4	73	1	3	28	373	0
0.72	2	2	73	1	1	28	373	0
0.72	2	5	73	1	3	28	373	0
0.72	3	3	73	1	1	28	373	0
0.72	3	6	73	1	3	28	373	0
0.721	1	1	73	2	1	28	373	0
0.721	1	4	73	2	3	28	373	0
0.721	2	2	73	2	1	28	373	0
0.721	2	5	73	2	3	28	373	0
0.721	3	3	73	2	1	28	373	0
0.721	3	6	73	2	3	28	373	0
0.722	1	1	73	3	1	28	373	0
0.722	1	4	73	3	3	28	373	0
0.722	2	2	73	3	1	28	373	0
0.722	2	5	73	3	3	28	373	0
0.722	3	3	73	3	1	28	373	0
0.722	3	6	73	3	3	28	373	0
0.723	1	1	73	4	1	28	373	0
0.723	1	4	73	4	3	28	373	0
0.723	2	2	73	4	1	28	373	0
0.723	2	5	73	4	3	28	373	0
0.723	3	3	73	4	1	28	373	0
0.723	3	6	73	4	3	28	373	0
0.724	1	1	73	5	1	28	373	0
0.724	1	4	73	5	3	28	373	0
0.724	2	2	73	5	1	28	373	0
0.724	2	5	73	5	3	28	373	0
0.724	3	3	73	5	1	28	373	0
0.724	3	6	73	5	3	28	373	0
0.725	1	1	73	6	1	28	373	0
0.725	1	4	73	6	3	28	373	0
0.725	2	2	73	6	1	28	373	0
0.725	2	5	73	6	3	28	373	0
0.725	3	3	73	6	1	28	373	0
0.725	3	6	73	6	3	28	373	0
0.726	1	1	73	7	1	28	373	0
0.726	1	4	73	7	3	28	373	0
0.726	2	2	73	7	1	28	373	0
0.726	2	5	73	7	3	28	373	0
0.726	3	3	73	7	1	28	373	0
0.726	3	6	73	7	3	28	373	0
0.727	1	1	73	8	1	28	373	0
0.727	1	4	73	8	3	28	373	0
0.727	2	2	73	8	1	28	373	0
0.727	2	5	73	8	3	28	373	0
0.727	3	6	73	8	3	28	373	0
0.728	1	1	73	9	1	28	373	0
0.728	1	4	73	9	3	28	373	0
0.728	2	2	73	9	1	28	373	0
0.728	2	5	73	9	3	28	373	0
0.728	3	3	73	9	1	28	373	0
0.728	3	6	73	9	3	28	373	0
0.729	1	1	73	10	1	28	373	0
0.729	1	4	73	10	3	28	373	0
0.729	2	2	73	10	1	28	373	0
0.729	2	5	73	10	3	28	373	0
0.729	3	3	73	10	1	28	373	0
0.729	3	6	73	10	3	28	373	0
0.73	1	1	74	1	1	28	373	0
0.73	1	4	74	1	3	28	373	0
0.73	2	2	74	1	1	28	373	0
0.73	2	5	74	1	3	28	373	0
0.73	3	3	74	1	1	28	373	0
0.73	3	6	74	1	3	28	373	0
0.731	1	1	74	2	1	28	373	0
0.731	1	4	74	2	3	28	373	0
0.731	2	2	74	2	1	28	373	0
0.731	2	5	74	2	3	28	373	0
0.731	3	3	74	2	1	28	373	0
0.731	3	6	74	2	3	28	373	0
0.732	1	1	74	3	1	28	373	0
0.732	1	4	74	3	3	28	373	0
0.732	2	2	74	3	1	28	373	0
0.732	2	5	74	3	3	28	373	0
0.732	3	3	74	3	1	28	373	0
0.732	3	6	74	3	3	28	373	0
0.733	1	1	74	4	1	28	373	0
0.733	1	4	74	4	3	28	373	0
0.733	2	2	74	4	1	28	373	0
0.733	2	5	74	4	3	28	373	0
0.733	3	3	74	4	1	28	373	0
0.733	3	6	74	4	3	28	373	0
0.734	1	1	74	5	1	28	373	0
0.734	1	4	74	5	3	28	373	0
0.734	2	2	74	5	1	28	373	0
0.734	2	5	74	5	3	28	373	0
0.734	3	3	74	5	1	28	373	0
0.734	3	6	74	5	3	28	373	0
0.735	1	1	74	6	1	28	373	0
0.735	1	4	74	6	3	28	373	0
0.735	2	2	74	6	1	28	373	0
0.735	2	5	74	6	3	28	373	0
0.735	3	3	74	6	1	28	373	0
0.735	3	6	74	6	3	28	373	0
0.736	1	1	74	7	1	28	373	0
0.736	1	4	74	7	3	28	373	0
0.736	2	2	74	7	1	28	373	0
0.736	2	5	74	7	3	28	373	0
0.736	3	3	74	7	1	28	373	0
0.736	3	6	74	7	3	28	373	0
0.737	1	1	74	8	1	28	373	0
0.737	1	4	74	8	3	28	373	0
0.737	2	2	74	8	1	28	373	0
0.737	2	5	74	8	3	28	373	0
0.737	3	3	74	8	1	28	373	0
0.737	3	6	74	8	3	28	373	0
0.738	1	1	74	9	1	28	373	0
0.738	1	4	74	9	3	28	373	0
0.738	2	2	74	9	1	28	373	0
0.738	2	5	74	9	3	28	373	0
0.738	3	3	74	9	1	28	373	0
0.738	3	6	74	9	3	28	373	0
0.739	1	1	74	10	1	28	373	0
0.739	1	4	74	10	3	28	373	0
0.739	2	2	74	10	1	28	373	0
0.739	2	5	74	10	3	28	373	0
0.739	3	3	74	10	1	28	373	0
0.739	3	6	74	10	3	28	373	0
0.74	1	1	75	1	1	28	373	0
0.74	1	4	75	1	3	28	373	0
0.74	2	2	75	1	1	28	373	0
0.74	2	5	75	1	3	28	373	0
0.74	3	3	75	1	1	28	373	0
0.74	3	6	75	1	3	28	373	0
0.741	1	1	75	2	1	28	373	0
0.741	1	4	75	2	3	28	373	0
0.741	2	2	75	2	1	28	373	0
0.741	2	5	75	2	3	28	373	0
0.741	3	3	75	2	1	28	373	0
0.741	3	6	75	2	3	28	373	0
0.742	1	1	75	3	1	28	373	0
0.742	1	4	75	3	3	28	373	0
0.742	2	2	75	3	1	28	373	0
0.742	2	5	75	3	3	28	373	0
0.742	3	3	75	3	1	28	373	0
0.742	3	6	75	3	3	28	373	0
0.743	1	1	75	4	1	28	373	0
0.743	1	4	75	4	3	28	373	0
0.743	2	2	75	4	1	28	373	0
0.743	2	5	75	4	3	28	373	0
0.743	3	3	75	4	1	28	373	0
0.743	3	6	75	4	3	28	373	0
0.744	1	1	75	5	1	28	373	0
0.744	1	4	75	5	3	28	373	0
0.744	2	2	75	5	1	28	373	0
0.744	2	5	75	5	3	28	373	0
0.744	3	3	75	5	1	28	373	0
0.744	3	6	75	5	3	28	373	0
0.745	1	1	75	6	1	28	373	0
0.745	1	4	75	6	3	28	373	0
0.745	2	2	75	6	1	28	373	0
0.745	2	5	75	6	3	28	373	0
0.745	3	3	75	6	1	28	373	0
0.745	3	6	75	6	3	28	373	0
0.746	1	1	75	7	1	28	373	0
0.746	1	4	75	7	3	28	373	0
0.746	2	2	75	7	1	28	373	0
0.746	2	5	75	7	3	28	373	0
0.746	3	3	75	7	1	28	373	0
0.746	3	6	75	7	3	28	373	0
0.747	1	1	75	8	1	28	373	0
0.747	1	4	75	8	3	28	373	0
0.747	2	2	75	8	1	28	373	0
0.747	2	5	75	8	3	28	373	0
0.747	3	3	75	8	1	28	373	0
0.747	3	6	75	8	3	28	373	0
0.748	1	1	75	9	1	28	373	0
0.748	1	4	75	9	3	28	373	0
0.748	2	2	75	9	1	28	373	0
0.748	2	5	75	9	3	28	373	0
0.748	3	3	75	9	1	28	373	0
0.748	3	6	75	9	3	28	373	0
0.749	1	1	75	10	1	28	373	0
0.749	1	4	75	10	3	28	373	0
0.749	2	2	75	10	1	28	373	0
0.749	2	5	75	10	3	28	373	0
0.749	3	3	75	10	1	28	373	0
0.749	3	6	75	10	3	28	373	0
0.75	1	1	76	1	1	28	373	0
0.75	1	4	76	1	3	28	373	0
0.75	2	2	76	1	1	28	373	0
0.75	2	5	76	1	3	28	373	0
0.75	3	3	76	1	1	28	373	0
0.75	3	6	76	1	3	28	373	0
0.751	1	1	76	2	1	28	373	0
0.751	1	4	76	2	3	28	373	0
0.751	2	2	76	2	1	28	373	0
0.751	2	5	76	2	3	28	373	0
0.751	3	3	76	2	1	28	373	0
0.751	3	6	76	2	3	28	373	0
0.752	1	1	76	3	1	28	373	0
0.752	1	4	76	3	3	28	373	0
0.752	2	2	76	3	1	28	373	0
0.752	2	5	76	3	3	28	373	0
0.752	3	3	76	3	1	28	373	0
0.752	3	6	76	3	3	28	373	0
0.753	1	1	76	4	1	28	373	0
0.753	1	4	76	4	3	28	373	0
0.753	2	2	76	4	1	28	373	0
0.753	2	5	76	4	3	28	373	0
0.753	3	3	76	4	1	28	373	0
0.753	3	6	76	4	3	28	373	0
0.754	1	1	76	5	1	28	373	0
0.754	1	4	76	5	3	28	373	0
0.754	2	2	76	5	1	28	373	0
0.754	2	5	76	5	3	28	373	0
0.754	3	3	76	5	1	28	373	0
0.754	3	6	76	5	3	28	373	0
0.755	1	1	76	6	1	28	373	0
0.755	1	4	76	6	3	28	373	0
0.755	2	2	76	6	1	28	373	0
0.755	2	5	76	6	3	28	373	0
0.755	3	3	76	6	1	28	373	0
0.755	3	6	76	6	3	28	373	0
0.756	1	1	76	7	1	28	373	0
0.756	1	4	76	7	3	28	373	0
0.756	2	2	76	7	1	28	373	0
0.756	2	5	76	7	3	28	373	0
0.756	3	3	76	7	1	28	373	0
0.756	3	6	76	7	3	28	373	0
0.757	1	1	76	8	1	28	373	0
0.757	1	4	76	8	3	28	373	0
0.757	2	2	76	8	1	28	373	0
0.757	2	5	76	8	3	28	373	0
0.757	3	3	76	8	1	28	373	0
0.757	3	6	76	8	3	28	373	0
0.758	1	1	76	9	1	28	373	0
0.758	1	4	76	9	3	28	373	0
0.758	2	2	76	9	1	28	373	0
0.758	2	5	76	9	3	28	373	0
0.758	3	3	76	9	1	28	373	0
0.758	3	6	76	9	3	28	373	0
0.759	1	1	76	10	1	28	373	0
0.759	1	4	76	10	3	28	373	0
0.759	2	2	76	10	1	28	373	0
0.759	2	5	76	10	3	28	373	0
0.759	3	3	76	10	1	28	373	0
0.759	3	6	76	10	3	28	373	0
0.76	1	1	77	1	1	28	373	0
0.76	1	4	77	1	3	28	373	0
0.76	2	2	77	1	1	28	373	0
0.76	2	5	77	1	3	28	373	0
0.76	3	3	77	1	1	28	373	0
0.76	3	6	77	1	3	28	373	0
0.761	1	1	77	2	1	28	373	0
0.761	1	4	77	2	3	28	373	0
0.761	2	2	77	2	1	28	373	0
0.761	2	5	77	2	3	28	373	0
0.761	3	3	77	2	1	28	373	0
0.761	3	6	77	2	3	28	373	0
0.762	1	1	77	3	1	28	373	0
0.762	1	4	77	3	3	28	373	0
0.762	2	2	77	3	1	28	373	0
0.762	2	5	77	3	3	28	373	0
0.762	3	3	77	3	1	28	373	0
0.762	3	6	77	3	3	28	373	0
0.763	1	1	77	4	1	28	373	0
0.763	1	4	77	4	3	28	373	0
0.763	2	2	77	4	1	28	373	0
0.763	2	5	77	4	3	28	373	0
0.763	3	3	77	4	1	28	373	0
0.763	3	6	77	4	3	28	373	0
0.764	1	1	77	5	1	28	373	0
0.764	1	4	77	5	3	28	373	0
0.764	2	2	77	5	1	28	373	0
0.764	2	5	77	5	3	28	373	0
0.764	3	3	77	5	1	28	373	0
0.764	3	6	77	5	3	28	373	0
0.765	1	1	77	6	1	28	373	0
0.765	1	4	77	6	3	28	373	0
0.765	2	2	77	6	1	28	373	0
0.765	2	5	77	6	3	28	373	0
0.765	3	3	77	6	1	28	373	0
0.765	3	6	77	6	3	28	373	0
0.766	1	1	77	7	1	28	373	0
0.766	1	4	77	7	3	28	373	0
0.766	2	2	77	7	1	28	373	0
0.766	2	5	77	7	3	28	373	0
0.766	3	3	77	7	1	28	373	0
0.766	3	6	77	7	3	28	373	0
0.767	1	1	77	8	1	28	373	0
0.767	1	4	77	8	3	28	373	0
0.767	2	2	77	8	1	28	373	0
0.767	2	5	77	8	3	28	373	0
0.767	3	3	77	8	1	28	373	0
0.767	3	6	77	8	3	28	373	0
0.768	1	1	77	9	1	28	373	0
0.768	1	4	77	9	3	28	373	0
0.768	2	2	77	9	1	28	373	0
0.768	2	5	77	9	3	28	373	0
0.768	3	3	77	9	1	28	373	0
0.768	3	6	77	9	3	28	373	0
0.769	1	1	77	10	1	28	373	0
0.769	1	4	77	10	3	28	373	0
0.769	2	2	77	10	1	28	373	0
0.769	2	5	77	10	3	28	373	0
0.769	3	3	77	10	1	28	373	0
0.769	3	6	77	10	3	28	373	0
0.77	1	4	78	1	3	28	373	0
0.77	2	2	78	1	1	28	373	0
0.77	2	5	78	1	3	28	373	0
0.77	3	3	78	1	1	28	373	0
0.77	3	6	78	1	3	28	373	0
0.771	1	1	78	2	1	28	373	0
0.771	1	4	78	2	3	28	373	0
0.771	2	5	78	2	3	28	373	0
0.771	3	3	78	2	1	28	373	0
0.771	3	6	78	2	3	28	373	0
0.772	1	1	78	3	1	28	373	0
0.772	1	4	78	3	3	28	373	0
0.772	2	2	78	3	1	28	373	0
0.772	2	5	78	3	3	28	373	0
0.772	3	3	78	3	1	28	373	0
0.772	3	6	78	3	3	28	373	0
0.773	1	1	78	4	1	28	373	0
0.773	1	4	78	4	3	28	373	0
0.773	2	2	78	4	1	28	373	0
0.773	2	5	78	4	3	28	373	0
0.773	3	3	78	4	1	28	373	0
0.773	3	6	78	4	3	28	373	0
0.774	1	1	78	5	1	28	373	0
0.774	1	4	78	5	3	28	373	0
0.774	2	2	78	5	1	28	373	0
0.774	2	5	78	5	3	28	373	0
0.774	3	3	78	5	1	28	373	0
0.774	3	6	78	5	3	28	373	0
0.775	1	1	78	6	1	28	373	0
0.775	1	4	78	6	3	28	373	0
0.775	2	2	78	6	1	28	373	0
0.775	2	5	78	6	3	28	373	0
0.775	3	3	78	6	1	28	373	0
0.775	3	6	78	6	3	28	373	0
0.776	1	1	78	7	1	28	373	0
0.776	1	4	78	7	3	28	373	0
0.776	2	2	78	7	1	28	373	0
0.776	2	5	78	7	3	28	373	0
0.776	3	3	78	7	1	28	373	0
0.776	3	6	78	7	3	28	373	0
0.777	1	1	78	8	1	28	373	0
0.777	1	4	78	8	3	28	373	0
0.777	2	2	78	8	1	28	373	0
0.777	2	5	78	8	3	28	373	0
0.777	3	3	78	8	1	28	373	0
0.777	3	6	78	8	3	28	373	0
0.778	1	1	78	9	1	28	373	0
0.778	1	4	78	9	3	28	373	0
0.778	2	2	78	9	1	28	373	0
0.778	2	5	78	9	3	28	373	0
0.778	3	3	78	9	1	28	373	0
0.778	3	6	78	9	3	28	373	0
0.779	1	1	78	10	1	28	373	0
0.779	1	4	78	10	3	28	373	0
0.779	2	2	78	10	1	28	373	0
0.779	2	5	78	10	3	28	373	0
0.779	3	3	78	10	1	28	373	0
0.779	3	6	78	10	3	28	373	0
0.78	1	1	79	1	1	28	373	0
0.78	1	4	79	1	3	28	373	0
0.78	2	2	79	1	1	28	373	0
0.78	2	5	79	1	3	28	373	0
0.78	3	3	79	1	1	28	373	0
0.78	3	6	79	1	3	28	373	0
0.781	1	1	79	2	1	28	373	0
0.781	1	4	79	2	3	28	373	0
0.781	2	2	79	2	1	28	373	0
0.781	2	5	79	2	3	28	373	0
0.781	3	3	79	2	1	28	373	0
0.781	3	6	79	2	3	28	373	0
0.782	1	1	79	3	1	28	373	0
0.782	1	4	79	3	3	28	373	0
0.782	2	2	79	3	1	28	373	0
0.782	2	5	79	3	3	28	373	0
0.782	3	3	79	3	1	28	373	0
0.782	3	6	79	3	3	28	373	0
0.783	1	1	79	4	1	28	373	0
0.783	1	4	79	4	3	28	373	0
0.783	2	2	79	4	1	28	373	0
0.783	2	5	79	4	3	28	373	0
0.783	3	3	79	4	1	28	373	0
0.783	3	6	79	4	3	28	373	0
0.784	1	1	79	5	1	28	373	0
0.784	1	4	79	5	3	28	373	0
0.784	2	2	79	5	1	28	373	0
0.784	2	5	79	5	3	28	373	0
0.784	3	3	79	5	1	28	373	0
0.784	3	6	79	5	3	28	373	0
0.785	1	1	79	6	1	28	373	0
0.785	1	4	79	6	3	28	373	0
0.785	2	2	79	6	1	28	373	0
0.785	2	5	79	6	3	28	373	0
0.785	3	3	79	6	1	28	373	0
0.785	3	6	79	6	3	28	373	0
0.786	1	1	79	7	1	28	373	0
0.786	1	4	79	7	3	28	373	0
0.786	2	2	79	7	1	28	373	0
0.786	2	5	79	7	3	28	373	0
0.786	3	3	79	7	1	28	373	0
0.786	3	6	79	7	3	28	373	0
0.787	1	1	79	8	1	28	373	0
0.787	1	4	79	8	3	28	373	0
0.787	2	2	79	8	1	28	373	0
0.787	2	5	79	8	3	28	373	0
0.787	3	3	79	8	1	28	373	0
0.787	3	6	79	8	3	28	373	0
0.788	1	1	79	9	1	28	373	0
0.788	1	4	79	9	3	28	373	0
0.788	2	2	79	9	1	28	373	0
0.788	2	5	79	9	3	28	373	0
0.788	3	3	79	9	1	28	373	0
0.788	3	6	79	9	3	28	373	0
0.789	1	1	79	10	1	28	373	0
0.789	1	4	79	10	3	28	373	0
0.789	2	2	79	10	1	28	373	0
0.789	2	5	79	10	3	28	373	0
0.789	3	3	79	10	1	28	373	0
0.789	3	6	79	10	3	28	373	0
0.79	1	1	80	1	1	28	373	0
0.79	1	4	80	1	3	28	373	0
0.79	2	2	80	1	1	28	373	0
0.79	2	5	80	1	3	28	373	0
0.79	3	3	80	1	1	28	373	0
0.79	3	6	80	1	3	28	373	0
0.791	1	1	80	2	1	28	373	0
0.791	1	4	80	2	3	28	373	0
0.791	2	2	80	2	1	28	373	0
0.791	2	5	80	2	3	28	373	0
0.791	3	3	80	2	1	28	373	0
0.791	3	6	80	2	3	28	373	0
0.792	1	1	80	3	1	28	373	0
0.792	1	4	80	3	3	28	373	0
0.792	2	2	80	3	1	28	373	0
0.792	2	5	80	3	3	28	373	0
0.792	3	3	80	3	1	28	373	0
0.792	3	6	80	3	3	28	373	0
0.793	1	1	80	4	1	28	373	0
0.793	1	4	80	4	3	28	373	0
0.793	2	2	80	4	1	28	373	0
0.793	2	5	80	4	3	28	373	0
0.793	3	3	80	4	1	28	373	0
0.793	3	6	80	4	3	28	373	0
0.794	1	1	80	5	1	28	373	0
0.794	1	4	80	5	3	28	373	0
0.794	2	2	80	5	1	28	373	0
0.794	2	5	80	5	3	28	373	0
0.794	3	3	80	5	1	28	373	0
0.794	3	6	80	5	3	28	373	0
0.795	1	1	80	6	1	28	373	0
0.795	1	4	80	6	3	28	373	0
0.795	2	2	80	6	1	28	373	0
0.795	2	5	80	6	3	28	373	0
0.795	3	3	80	6	1	28	373	0
0.795	3	6	80	6	3	28	373	0
0.796	1	1	80	7	1	28	373	0
0.796	1	4	80	7	3	28	373	0
0.796	2	2	80	7	1	28	373	0
0.796	2	5	80	7	3	28	373	0
0.796	3	3	80	7	1	28	373	0
0.796	3	6	80	7	3	28	373	0
0.797	1	1	80	8	1	28	373	0
0.797	1	4	80	8	3	28	373	0
0.797	2	2	80	8	1	28	373	0
0.797	2	5	80	8	3	28	373	0
0.797	3	3	80	8	1	28	373	0
0.797	3	6	80	8	3	28	373	0
0.798	1	1	80	9	1	28	373	0
0.798	1	4	80	9	3	28	373	0
0.798	2	2	80	9	1	28	373	0
0.798	2	5	80	9	3	28	373	0
0.798	3	3	80	9	1	28	373	0
0.798	3	6	80	9	3	28	373	0
0.799	1	1	80	10	1	28	373	0
0.799	1	4	80	10	3	28	373	0
0.799	2	2	80	10	1	28	373	0
0.799	2	5	80	10	3	28	373	0
0.799	3	3	80	10	1	28	373	0
0.799	3	6	80	10	3	28	373	0
0.8	1	1	81	1	1	28	373	0
0.8	1	4	81	1	3	28	373	0
0.8	2	2	81	1	1	28	373	0
0.8	2	5	81	1	3	28	373	0
0.8	3	3	81	1	1	28	373	0
0.8	3	6	81	1	3	28	373	0
0.801	1	1	81	2	1	28	373	0
0.801	1	4	81	2	3	28	373	0
0.801	2	2	81	2	1	28	373	0
0.801	2	5	81	2	3	28	373	0
0.801	3	3	81	2	1	28	373	0
0.801	3	6	81	2	3	28	373	0
0.802	1	1	81	3	1	28	373	0
0.802	1	4	81	3	3	28	373	0
0.802	2	2	81	3	1	28	373	0
0.802	2	5	81	3	3	28	373	0
0.802	3	3	81	3	1	28	373	0
0.802	3	6	81	3	3	28	373	0
0.803	1	1	81	4	1	28	373	0
0.803	1	4	81	4	3	28	373	0
0.803	2	2	81	4	1	28	373	0
0.803	2	5	81	4	3	28	373	0
0.803	3	3	81	4	1	28	373	0
0.803	3	6	81	4	3	28	373	0
0.804	1	1	81	5	1	28	373	0
0.804	1	4	81	5	3	28	373	0
0.804	2	2	81	5	1	28	373	0
0.804	2	5	81	5	3	28	373	0
0.804	3	3	81	5	1	28	373	0
0.804	3	6	81	5	3	28	373	0
0.805	1	1	81	6	1	28	373	0
0.805	1	4	81	6	3	28	373	0
0.805	2	2	81	6	1	28	373	0
0.805	2	5	81	6	3	28	373	0
0.805	3	3	81	6	1	28	373	0
0.805	3	6	81	6	3	28	373	0
0.806	1	1	81	7	1	28	373	0
0.806	1	4	81	7	3	28	373	0
0.806	2	2	81	7	1	28	373	0
0.806	2	5	81	7	3	28	373	0
0.806	3	3	81	7	1	28	373	0
0.806	3	6	81	7	3	28	373	0
0.807	1	1	81	8	1	28	373	0
0.807	1	4	81	8	3	28	373	0
0.807	2	2	81	8	1	28	373	0
0.807	2	5	81	8	3	28	373	0
0.807	3	3	81	8	1	28	373	0
0.807	3	6	81	8	3	28	373	0
0.808	1	1	81	9	1	28	373	0
0.808	1	4	81	9	3	28	373	0
0.808	2	2	81	9	1	28	373	0
0.808	2	5	81	9	3	28	373	0
0.808	3	3	81	9	1	28	373	0
0.808	3	6	81	9	3	28	373	0
0.809	1	1	81	10	1	28	373	0
0.809	1	4	81	10	3	28	373	0
0.809	2	2	81	10	1	28	373	0
0.809	2	5	81	10	3	28	373	0
0.809	3	3	81	10	1	28	373	0
0.809	3	6	81	10	3	28	373	0
0.81	1	1	82	1	1	28	373	0
0.81	1	4	82	1	3	28	373	0
0.81	2	2	82	1	1	28	373	0
0.81	2	5	82	1	3	28	373	0
0.81	3	3	82	1	1	28	373	0
0.81	3	6	82	1	3	28	373	0
0.811	1	1	82	2	1	28	373	0
0.811	1	4	82	2	3	28	373	0
0.811	2	2	82	2	1	28	373	0
0.811	2	5	82	2	3	28	373	0
0.811	3	3	82	2	1	28	373	0
0.811	3	6	82	2	3	28	373	0
0.812	1	1	82	3	1	28	373	0
0.812	1	4	82	3	3	28	373	0
0.812	2	2	82	3	1	28	373	0
0.812	2	5	82	3	3	28	373	0
0.812	3	3	82	3	1	28	373	0
0.812	3	6	82	3	3	28	373	0
0.813	1	1	82	4	1	28	373	0
0.813	1	4	82	4	3	28	373	0
0.813	2	2	82	4	1	28	373	0
0.813	2	5	82	4	3	28	373	0
0.813	3	3	82	4	1	28	373	0
0.813	3	6	82	4	3	28	373	0
0.814	1	1	82	5	1	28	373	0
0.814	1	4	82	5	3	28	373	0
0.814	2	2	82	5	1	28	373	0
0.814	2	5	82	5	3	28	373	0
0.814	3	3	82	5	1	28	373	0
0.814	3	6	82	5	3	28	373	0
0.815	1	1	82	6	1	28	373	0
0.815	1	4	82	6	3	28	373	0
0.815	2	2	82	6	1	28	373	0
0.815	2	5	82	6	3	28	373	0
0.815	3	3	82	6	1	28	373	0
0.815	3	6	82	6	3	28	373	0
0.816	1	1	82	7	1	28	373	0
0.816	1	4	82	7	3	28	373	0
0.816	2	2	82	7	1	28	373	0
0.816	2	5	82	7	3	28	373	0
0.816	3	3	82	7	1	28	373	0
0.816	3	6	82	7	3	28	373	0
0.817	1	1	82	8	1	28	373	0
0.817	1	4	82	8	3	28	373	0
